gene	group
7012	gbr.53.53	purple
7013	gbr.12.121	pink
7014	gbr.113.27	magenta
7015	gbr.135.49	black
7016	gbr.221.42	grey
7017	gbr.145.19	turquoise
7018	gbr.895.1	grey
7019	gbr.512.19	turquoise
7020	gbr.9.130	magenta
7021	gbr.77.53	black
7022	gbr.81.73	turquoise
7023	gbr.211.30	grey
7024	gbr.58.16	grey
7025	gbr.167.60	grey
7026	gbr.136.17	black
7027	gbr.15.38	grey
7028	gbr.45.43	grey
7029	gbr.94.55	grey
7030	gbr.115.13	purple
7031	gbr.287.7	brown
7032	gbr.302.4	green
7033	gbr.94.81	brown
7034	gbr.324.10_gbr.324.11	purple
7035	gbr.329.24	black
7036	gbr.369.15	grey
7037	gbr.82.11	grey
7038	gbr.10.73	grey
7039	gbr.221.75	yellow
7040	gbr.50.40	turquoise
7041	gbr.107.35	turquoise
7042	gbr.4.78	grey
7043	gbr.513.23	turquoise
7044	gbr.208.2	grey
7045	gbr.129.46	grey
7046	gbr.57.4	grey
7047	gbr.53.84	grey
7048	gbr.1.120	grey
7049	gbr.385.1	grey
7050	gbr.512.11	yellow
7051	gbr.9.114	greenyellow
7052	gbr.11.12	brown
7053	gbr.3.3	grey
7054	gbr.50.17	grey
7055	gbr.146.11	turquoise
7056	gbr.42.41	yellow
7057	gbr.128.28	brown
7058	gbr.140.33	grey
7059	gbr.72.88	turquoise
7060	gbr.131.29	turquoise
7061	gbr.51.11	grey
7062	gbr.197.33	black
7063	gbr.452.9	grey
7064	gbr.161.52	grey
7065	gbr.168.29	grey
7066	gbr.259.1	grey
7067	gbr.104.68	grey
7068	gbr.289.8	grey
7069	gbr.19.78	grey
7070	gbr.233.9	grey
7071	gbr.7.25	grey
7072	gbr.227.14	grey
7073	gbr.98.63	turquoise
7074	gbr.2.203	grey
7075	gbr.93.50	grey
7076	gbr.15.53	brown
7077	gbr.173.24	turquoise
7078	gbr.204.10	black
7079	gbr.271.11	turquoise
7080	gbr.363.4	turquoise
7081	gbr.58.41	grey
7082	gbr.73.33_gbr.73.34	turquoise
7083	gbr.57.79	grey
7084	gbr.242.16	grey
7085	gbr.301.22	turquoise
7086	gbr.431.11	brown
7087	gbr.325.2	grey
7088	gbr.6.113	turquoise
7089	gbr.167.34	greenyellow
7090	gbr.202.40	grey
7091	gbr.236.28	grey
7092	gbr.3.47	tan
7093	gbr.566.4	turquoise
7094	gbr.176.34	grey
7095	gbr.343.5	grey
7096	gbr.13.26	turquoise
7097	gbr.205.18	grey
7098	gbr.322.11	brown
7099	gbr.44.19	turquoise
7100	gbr.242.7	grey
7101	gbr.53.115	grey
7102	gbr.283.13	grey
7103	gbr.112.13	grey
7104	gbr.84.10	brown
7105	gbr.202.14	greenyellow
7106	gbr.40.173	turquoise
7107	gbr.11.125	turquoise
7108	gbr.58.209	yellow
7109	gbr.332.11	grey
7110	gbr.129.9	red
7111	gbr.76.45	greenyellow
7112	gbr.127.12	grey
7113	gbr.53.95	turquoise
7114	gbr.21.65	yellow
7115	gbr.512.15	turquoise
7116	gbr.989.1	grey
7117	gbr.32.114	salmon
7118	gbr.49.53	grey
7119	gbr.37.109	turquoise
7120	gbr.233.16	grey
7121	gbr.14.131	grey
7122	gbr.296.1	grey
7123	gbr.175.33	yellow
7124	gbr.42.15	grey
7125	gbr.5.60	turquoise
7126	gbr.46.22	grey
7127	gbr.138.36	grey
7128	gbr.25.189	grey
7129	gbr.358.36	black
7130	gbr.17.132_gbr.17.133	purple
7131	gbr.30.58	yellow
7132	gbr.16.98	turquoise
7133	gbr.270.8	turquoise
7134	gbr.515.6	turquoise
7135	gbr.26.89	grey
7136	gbr.259.11	grey
7137	gbr.686.3	grey
7138	gbr.7.30_gbr.7.33	salmon
7139	gbr.80.9	turquoise
7140	gbr.58.234	green
7141	gbr.143.30	green
7142	gbr.29.82	red
7143	gbr.36.8	turquoise
7144	gbr.1.148	turquoise
7145	gbr.183.23	turquoise
7146	gbr.353.20	grey
7147	gbr.119.3	grey
7148	gbr.120.51	grey
7149	gbr.82.1	grey
7150	gbr.318.57	grey
7151	gbr.72.139	grey
7152	gbr.158.12	grey
7153	gbr.117.29	grey
7154	gbr.415.3	grey
7155	gbr.872.5	black
7156	gbr.61.24_gbr.61.26	green
7157	gbr.486.16	black
7158	gbr.108.9	grey
7159	gbr.90.85	black
7160	gbr.64.3	grey
7161	gbr.38.33	grey
7162	gbr.306.12	grey
7163	gbr.303.1	purple
7164	gbr.157.14	cyan
7165	gbr.318.29	turquoise
7166	gbr.70.29_gbr.70.30	grey
7167	gbr.65.72	grey
7168	gbr.201.20	grey
7169	gbr.1435.1	grey
7170	gbr.99.65	brown
7171	gbr.139.43	brown
7172	gbr.56.102	turquoise
7173	gbr.240.13	grey
7174	gbr.441.2	turquoise
7175	gbr.22.33	purple
7176	gbr.279.8	black
7177	gbr.30.39	turquoise
7178	gbr.26.11	turquoise
7179	gbr.54.46	grey
7180	gbr.537.1	grey
7181	gbr.35.74	grey
7182	gbr.32.4	turquoise
7183	gbr.10.139	grey
7184	gbr.193.10	grey
7185	gbr.537.4	grey
7186	gbr.375.16	turquoise
7187	gbr.20.1	grey
7188	gbr.8.143	magenta
7189	gbr.95.36	brown
7190	gbr.90.109	turquoise
7191	gbr.60.99	grey
7192	gbr.104.35	salmon
7193	gbr.58.177	grey
7194	gbr.6.64	grey
7195	gbr.14.145	grey
7196	gbr.79.35_gbr.79.36	grey
7197	gbr.338.3	grey
7198	gbr.489.4	turquoise
7199	gbr.620.3	grey
7200	gbr.185.1	grey
7201	gbr.131.6	grey
7202	gbr.10.116	grey
7203	gbr.621.10	grey
7204	gbr.98.5	turquoise
7205	gbr.23.78	grey
7206	gbr.50.2	grey
7207	gbr.185.14	grey
7208	gbr.119.42	purple
7209	gbr.86.26	grey
7210	gbr.1.206	grey
7211	gbr.133.37	turquoise
7212	gbr.318.26	grey
7213	gbr.112.32	purple
7214	gbr.24.52	grey
7215	gbr.296.12	grey
7216	gbr.329.15	black
7217	gbr.14.104	tan
7218	gbr.2.136	black
7219	gbr.199.18	grey
7220	gbr.1040.1	red
7221	gbr.2.212	grey
7222	gbr.16.30_gbr.16.31	grey
7223	gbr.47.30	turquoise
7224	gbr.120.36	grey
7225	gbr.119.20	turquoise
7226	gbr.395.12	turquoise
7227	gbr.45.51	yellow
7228	gbr.3.54	grey
7229	gbr.156.29	grey
7230	gbr.37.83	grey
7231	gbr.5.77	turquoise
7232	gbr.246.17	green
7233	gbr.244.6	turquoise
7234	gbr.46.69	grey
7235	gbr.109.32	grey
7236	gbr.23.72	turquoise
7237	gbr.86.23	grey
7238	gbr.6.8_gbr.6.10	grey
7239	gbr.131.24	turquoise
7240	gbr.24.19	purple
7241	gbr.35.64	grey
7242	gbr.283.45	turquoise
7243	gbr.319.9	turquoise
7244	gbr.343.9	grey
7245	gbr.547.3	grey
7246	gbr.55.51	grey
7247	gbr.113.36	grey
7248	gbr.10.2	turquoise
7249	gbr.111.30	grey
7250	gbr.469.11	turquoise
7251	gbr.465.4	black
7252	gbr.183.30	turquoise
7253	gbr.72.15	black
7254	gbr.439.7	grey
7255	gbr.25.123	grey
7256	gbr.577.2	green
7257	gbr.364.22	grey
7258	gbr.11.165	grey
7259	gbr.24.71	grey
7260	gbr.226.20	turquoise
7261	gbr.58.154	black
7262	gbr.391.16	grey
7263	gbr.296.4	grey
7264	gbr.402.3	grey
7265	gbr.12.91	brown
7266	gbr.33.39	turquoise
7267	gbr.120.47	grey
7268	gbr.6.101	grey
7269	gbr.66.11	grey
7270	gbr.119.27	black
7271	gbr.6.110	grey
7272	gbr.199.25	grey
7273	gbr.126.20	turquoise
7274	gbr.20.63	brown
7275	gbr.101.42	grey
7276	gbr.79.30	grey
7277	gbr.9.117	green
7278	gbr.227.22	green
7279	gbr.73.22	green
7280	gbr.111.52	grey
7281	gbr.122.26	grey
7282	gbr.102.68	grey
7283	gbr.268.20	black
7284	gbr.296.11	grey
7285	gbr.37.61	grey
7286	gbr.430.10	blue
7287	gbr.71.10	grey
7288	gbr.20.101	grey
7289	gbr.190.8	grey
7290	gbr.16.123	turquoise
7291	gbr.6.249	grey
7292	gbr.192.9	grey
7293	gbr.80.15	grey
7294	gbr.67.27	green
7295	gbr.40.182	grey
7296	gbr.202.48	turquoise
7297	gbr.43.38	greenyellow
7298	gbr.20.34	salmon
7299	gbr.401.1	purple
7300	gbr.267.15	magenta
7301	gbr.122.22_gbr.122.23	brown
7302	gbr.170.36	magenta
7303	gbr.517.4	grey
7304	gbr.8.58	grey
7305	gbr.560.3	turquoise
7306	gbr.614.1	yellow
7307	gbr.263.3	grey
7308	gbr.16.54	grey
7309	gbr.46.29	greenyellow
7310	gbr.441.14	grey
7311	gbr.33.9	grey
7312	gbr.430.12	black
7313	gbr.8.64	grey
7314	gbr.40.51	grey
7315	gbr.21.44	grey
7316	gbr.160.37	turquoise
7317	gbr.229.9	grey
7318	gbr.250.16	grey
7319	gbr.187.13	green
7320	gbr.259.23	black
7321	gbr.24.23	grey
7322	gbr.58.116	turquoise
7323	gbr.150.25	grey
7324	gbr.44.69	turquoise
7325	gbr.147.22	grey
7326	gbr.144.39	black
7327	gbr.364.5	grey
7328	gbr.104.73	grey
7329	gbr.184.11	turquoise
7330	gbr.3.134	turquoise
7331	gbr.65.11	grey
7332	gbr.249.24	grey
7333	gbr.2.51	grey
7334	gbr.43.26	black
7335	gbr.332.17	grey
7336	gbr.536.8	grey
7337	gbr.332.3	red
7338	gbr.492.12	grey
7339	gbr.38.20	grey
7340	gbr.175.29	grey
7341	gbr.253.7	brown
7342	gbr.1220.1	grey
7343	gbr.49.19	grey
7344	gbr.264.12	grey
7345	gbr.5.14	grey
7346	gbr.336.12	red
7347	gbr.12.70	red
7348	gbr.269.4	grey
7349	gbr.533.20	grey
7350	gbr.234.20	green
7351	gbr.81.72	grey
7352	gbr.397.2	turquoise
7353	gbr.317.9	grey
7354	gbr.847.1	grey
7355	gbr.407.4	brown
7356	gbr.515.13	grey
7357	gbr.104.30	grey
7358	gbr.139.37	turquoise
7359	gbr.87.36	turquoise
7360	gbr.142.75	grey
7361	gbr.37.78	grey
7362	gbr.192.5	grey
7363	gbr.183.32	turquoise
7364	gbr.132.36	greenyellow
7365	gbr.203.8	salmon
7366	gbr.173.3_gbr.173.4	turquoise
7367	gbr.69.66	grey
7368	gbr.395.1	grey
7369	gbr.29.59	turquoise
7370	gbr.343.10	grey
7371	gbr.322.12	black
7372	gbr.195.15	red
7373	gbr.122.42	grey
7374	gbr.260.24	grey
7375	gbr.32.16	brown
7376	gbr.318.1	grey
7377	gbr.25.79	turquoise
7378	gbr.183.19	grey
7379	gbr.64.8	black
7380	gbr.41.106	grey
7381	gbr.278.5	grey
7382	gbr.23.3	turquoise
7383	gbr.75.7	grey
7384	gbr.162.16	grey
7385	gbr.494.11	purple
7386	gbr.269.8	grey
7387	gbr.14.43	grey
7388	gbr.352.18	grey
7389	gbr.124.63	grey
7390	gbr.254.2	turquoise
7391	gbr.179.21	grey
7392	gbr.321.6	grey
7393	gbr.110.46	grey
7394	gbr.431.2	grey
7395	gbr.230.9	black
7396	gbr.50.12	black
7397	gbr.560.4	turquoise
7398	gbr.126.6	grey
7399	gbr.4.2	grey
7400	gbr.196.9	grey
7401	gbr.381.8	purple
7402	gbr.41.25	grey
7403	gbr.505.10	grey
7404	gbr.110.9	turquoise
7405	gbr.70.15	grey
7406	gbr.574.3	black
7407	gbr.164.5	grey
7408	gbr.304.12	grey
7409	gbr.287.11	grey
7410	gbr.35.50	turquoise
7411	gbr.158.21	magenta
7412	gbr.36.4	salmon
7413	gbr.352.8	grey
7414	gbr.137.2	black
7415	gbr.465.30	grey
7416	gbr.440.3	grey
7417	gbr.14.93	brown
7418	gbr.139.47	grey
7419	gbr.11.176	grey
7420	gbr.25.65_gbr.25.65_gbr.25.70	brown
7421	gbr.240.21	grey
7422	gbr.66.54	turquoise
7423	gbr.253.19	black
7424	gbr.35.95	turquoise
7425	gbr.77.23	grey
7426	gbr.6.132	turquoise
7427	gbr.160.12_gbr.160.14	salmon
7428	gbr.194.38	turquoise
7429	gbr.827.1	grey
7430	gbr.240.2	green
7431	gbr.70.12	green
7432	gbr.310.1	turquoise
7433	gbr.65.65	grey
7434	gbr.133.18	grey
7435	gbr.1.126	grey
7436	gbr.22.63	black
7437	gbr.143.17	grey
7438	gbr.468.3	grey
7439	gbr.417.4	grey
7440	gbr.302.12	grey
7441	gbr.535.8	grey
7442	gbr.350.15	brown
7443	gbr.76.22	black
7444	gbr.486.14	grey
7445	gbr.33.41	brown
7446	gbr.242.3	turquoise
7447	gbr.390.6	turquoise
7448	gbr.152.20	grey
7449	gbr.30.49	grey
7450	gbr.25.145	grey
7451	gbr.345.21	grey
7452	gbr.62.38	grey
7453	gbr.460.15	grey
7454	gbr.319.16	turquoise
7455	gbr.50.54	grey
7456	gbr.85.29	grey
7457	gbr.11.150	grey
7458	gbr.68.54	red
7459	gbr.140.58	grey
7460	gbr.195.25	grey
7461	gbr.456.6	purple
7462	gbr.312.25	grey
7463	gbr.508.8	grey
7464	gbr.19.87	grey
7465	gbr.65.33	grey
7466	gbr.134.29	grey
7467	gbr.58.40	turquoise
7468	gbr.13.60	grey
7469	gbr.530.11	grey
7470	gbr.81.106	grey
7471	gbr.2.20	brown
7472	gbr.67.16	turquoise
7473	gbr.1.4	grey
7474	gbr.169.20	grey
7475	gbr.14.110	grey
7476	gbr.185.18	grey
7477	gbr.379.13	grey
7478	gbr.28.9	brown
7479	gbr.93.25	grey
7480	gbr.38.62	grey
7481	gbr.256.7	grey
7482	gbr.449.11	grey
7483	gbr.37.76	turquoise
7484	gbr.98.62	turquoise
7485	gbr.654.1	grey
7486	gbr.24.10	grey
7487	gbr.408.3_gbr.408.4	turquoise
7488	gbr.279.27	magenta
7489	gbr.208.13	turquoise
7490	gbr.235.22	grey
7491	gbr.97.32_gbr.97.34	turquoise
7492	gbr.455.10	grey
7493	gbr.38.61	blue
7494	gbr.122.25	grey
7495	gbr.53.61	grey
7496	gbr.14.51	grey
7497	gbr.18.80	turquoise
7498	gbr.71.31	black
7499	gbr.86.43	yellow
7500	gbr.16.13	grey
7501	gbr.474.19	grey
7502	gbr.530.10	turquoise
7503	gbr.94.74	grey
7504	gbr.355.24	grey
7505	gbr.72.11	grey
7506	gbr.31.43	grey
7507	gbr.713.1	grey
7508	gbr.544.2	yellow
7509	gbr.4.15	green
7510	gbr.110.25	black
7511	gbr.69.57	grey
7512	gbr.164.11	purple
7513	gbr.1402.1	yellow
7514	gbr.36.71	grey
7515	gbr.19.99	black
7516	gbr.53.89	grey
7517	gbr.68.64	grey
7518	gbr.85.27	greenyellow
7519	gbr.284.8	grey
7520	gbr.158.24	grey
7521	gbr.5.114	grey
7522	gbr.158.6	salmon
7523	gbr.44.1	grey
7524	gbr.312.3	yellow
7525	gbr.227.11	purple
7526	gbr.20.35	grey
7527	gbr.9.36	turquoise
7528	gbr.111.44	grey
7529	gbr.160.27	grey
7530	gbr.725.4	grey
7531	gbr.35.102	grey
7532	gbr.136.1	greenyellow
7533	gbr.55.9	black
7534	gbr.25.203	grey
7535	gbr.94.29	grey
7536	gbr.347.28	turquoise
7537	gbr.279.3	grey
7538	gbr.175.37	grey
7539	gbr.372.19	grey
7540	gbr.482.3	turquoise
7541	gbr.213.28	grey
7542	gbr.100.4	grey
7543	gbr.53.66	black
7544	gbr.37.90	grey
7545	gbr.78.49	grey
7546	gbr.225.69_gbr.225.70	grey
7547	gbr.161.18	grey
7548	gbr.595.5	turquoise
7549	gbr.43.11	yellow
7550	gbr.135.52	grey
7551	gbr.4.26	green
7552	gbr.317.15	black
7553	gbr.140.38	turquoise
7554	gbr.9.23	grey
7555	gbr.280.6	black
7556	gbr.41.67	brown
7557	gbr.24.29	grey
7558	gbr.75.99	grey
7559	gbr.60.23	grey
7560	gbr.274.8	grey
7561	gbr.289.19	grey
7562	gbr.8.13	grey
7563	gbr.773.3	grey
7564	gbr.9.15	grey
7565	gbr.87.49	brown
7566	gbr.83.44	grey
7567	gbr.19.10	black
7568	gbr.275.23	grey
7569	gbr.59.59	turquoise
7570	gbr.139.95_gbr.139.94	grey
7571	gbr.5.18	green
7572	gbr.474.15	green
7573	gbr.7.69	grey
7574	gbr.26.16	turquoise
7575	gbr.97.65	grey
7576	gbr.49.22	grey
7577	gbr.149.12	turquoise
7578	gbr.129.32	grey
7579	gbr.12.110	turquoise
7580	gbr.74.35	turquoise
7581	gbr.23.82	grey
7582	gbr.579.2	grey
7583	gbr.283.24	grey
7584	gbr.21.61	purple
7585	gbr.631.2	grey
7586	gbr.342.23	grey
7587	gbr.11.224	salmon
7588	gbr.660.6	brown
7589	gbr.430.18	grey
7590	gbr.494.7	green
7591	gbr.94.1	grey
7592	gbr.88.45	black
7593	gbr.1.137	cyan
7594	gbr.56.105	grey
7595	gbr.37.84	turquoise
7596	gbr.295.3	grey
7597	gbr.35.51	brown
7598	gbr.321.5	red
7599	gbr.19.120	grey
7600	gbr.68.4	grey
7601	gbr.113.7	turquoise
7602	gbr.230.19	brown
7603	gbr.75.83	turquoise
7604	gbr.77.20	grey
7605	gbr.262.15	cyan
7606	gbr.16.116	turquoise
7607	gbr.61.18	grey
7608	gbr.472.15	grey
7609	gbr.59.27	yellow
7610	gbr.3.40	grey
7611	gbr.26.83	turquoise
7612	gbr.67.3_gbr.67.4	grey
7613	gbr.527.7	grey
7614	gbr.5.6	grey
7615	gbr.29.33	turquoise
7616	gbr.120.44	grey
7617	gbr.77.25	turquoise
7618	gbr.83.37	turquoise
7619	gbr.256.1	grey
7620	gbr.286.15	turquoise
7621	gbr.514.6	black
7622	gbr.38.76	grey
7623	gbr.130.19	grey
7624	gbr.390.12	grey
7625	gbr.101.20	grey
7626	gbr.37.77	turquoise
7627	gbr.70.4	turquoise
7628	gbr.12.57	turquoise
7629	gbr.533.8	grey
7630	gbr.7.9	brown
7631	gbr.276.17	grey
7632	gbr.261.8	turquoise
7633	gbr.81.210	turquoise
7634	gbr.227.3_gbr.227.4	grey
7635	gbr.42.23_gbr.42.27	turquoise
7636	gbr.358.10	black
7637	gbr.213.23	turquoise
7638	gbr.525.5	grey
7639	gbr.175.10	blue
7640	gbr.341.15	grey
7641	gbr.57.11	grey
7642	gbr.98.66	grey
7643	gbr.460.3	grey
7644	gbr.143.20	grey
7645	gbr.255.2	grey
7646	gbr.62.40	turquoise
7647	gbr.208.27	grey
7648	gbr.80.6	pink
7649	gbr.114.9	turquoise
7650	gbr.35.22	black
7651	gbr.4.95	turquoise
7652	gbr.171.20	grey
7653	gbr.27.39	grey
7654	gbr.4.12	yellow
7655	gbr.2.97	turquoise
7656	gbr.66.40	grey
7657	gbr.396.26	black
7658	gbr.100.52	turquoise
7659	gbr.281.20	grey
7660	gbr.65.18	turquoise
7661	gbr.462.1	grey
7662	gbr.171.29	grey
7663	gbr.37.39	grey
7664	gbr.110.13	turquoise
7665	gbr.257.14	grey
7666	gbr.11.10_gbr.11.11	brown
7667	gbr.322.7	brown
7668	gbr.450.8	green
7669	gbr.142.18	black
7670	gbr.339.18	magenta
7671	gbr.49.36	turquoise
7672	gbr.37.75	grey
7673	gbr.135.18	grey
7674	gbr.53.76	grey
7675	gbr.540.9	grey
7676	gbr.170.32	grey
7677	gbr.119.43	red
7678	gbr.562.7	turquoise
7679	gbr.188.21	purple
7680	gbr.141.39	grey
7681	gbr.208.48	grey
7682	gbr.80.34	turquoise
7683	gbr.203.18	grey
7684	gbr.126.14	salmon
7685	gbr.613.3	turquoise
7686	gbr.12.22	grey
7687	gbr.7.106	turquoise
7688	gbr.214.16	magenta
7689	gbr.192.23	grey
7690	gbr.498.2	yellow
7691	gbr.34.53	grey
7692	gbr.7.88	grey
7693	gbr.208.47	grey
7694	gbr.8.100	turquoise
7695	gbr.42.50_gbr.42.51	turquoise
7696	gbr.1.39	turquoise
7697	gbr.129.37	grey
7698	gbr.382.2	grey
7699	gbr.16.99	grey
7700	gbr.394.5	grey
7701	gbr.28.67	turquoise
7702	gbr.111.41	grey
7703	gbr.32.39	grey
7704	gbr.424.7	grey
7705	gbr.236.1	grey
7706	gbr.218.29	yellow
7707	gbr.10.82_gbr.10.83	grey
7708	gbr.39.26	grey
7709	gbr.136.22	purple
7710	gbr.249.25	grey
7711	gbr.432.7	grey
7712	gbr.375.11	brown
7713	gbr.12.102	grey
7714	gbr.133.14	grey
7715	gbr.148.16	grey
7716	gbr.64.25	grey
7717	gbr.101.28	black
7718	gbr.410.2	turquoise
7719	gbr.73.5	turquoise
7720	gbr.75.87	grey
7721	gbr.403.1	grey
7722	gbr.1.25	purple
7723	gbr.42.5_gbr.42.6	turquoise
7724	gbr.121.23	magenta
7725	gbr.6.245	grey
7726	gbr.331.4	turquoise
7727	gbr.367.14	turquoise
7728	gbr.104.60	grey
7729	gbr.20.86_gbr.20.87	turquoise
7730	gbr.29.61	purple
7731	gbr.52.14	grey
7732	gbr.90.99	turquoise
7733	gbr.26.14	grey
7734	gbr.65.67	grey
7735	gbr.90.101	turquoise
7736	gbr.130.35	grey
7737	gbr.67.47	grey
7738	gbr.215.11_gbr.215.12	yellow
7739	gbr.410.14	grey
7740	gbr.346.3	magenta
7741	gbr.259.24	grey
7742	gbr.135.83	grey
7743	gbr.96.41_gbr.96.39	turquoise
7744	gbr.242.26	turquoise
7745	gbr.902.1	grey
7746	gbr.97.61	grey
7747	gbr.83.15	grey
7748	gbr.31.11	turquoise
7749	gbr.50.7	grey
7750	gbr.209.5_gbr.209.6	black
7751	gbr.335.1	grey
7752	gbr.345.6	grey
7753	gbr.317.7	turquoise
7754	gbr.90.15	grey
7755	gbr.12.6	grey
7756	gbr.73.11	yellow
7757	gbr.340.13	grey
7758	gbr.206.1	grey
7759	gbr.709.1	grey
7760	gbr.7.129	brown
7761	gbr.138.47	red
7762	gbr.43.36	grey
7763	gbr.357.17	greenyellow
7764	gbr.437.3	turquoise
7765	gbr.274.9	grey
7766	gbr.70.46	grey
7767	gbr.14.127	purple
7768	gbr.312.5	grey
7769	gbr.9.39	green
7770	gbr.264.25	grey
7771	gbr.81.186	grey
7772	gbr.10.14	grey
7773	gbr.2031.1	grey
7774	gbr.605.3	grey
7775	gbr.301.25	grey
7776	gbr.56.61	turquoise
7777	gbr.104.48	grey
7778	gbr.19.74	grey
7779	gbr.198.6	grey
7780	gbr.629.2	grey
7781	gbr.505.13	grey
7782	gbr.684.7	grey
7783	gbr.54.56	grey
7784	gbr.315.1	grey
7785	gbr.240.11	turquoise
7786	gbr.215.36	grey
7787	gbr.107.30	grey
7788	gbr.564.6	grey
7789	gbr.38.80	turquoise
7790	gbr.34.85	turquoise
7791	gbr.517.7	red
7792	gbr.221.54	yellow
7793	gbr.430.1	grey
7794	gbr.8.116	brown
7795	gbr.523.6	grey
7796	gbr.32.28	grey
7797	gbr.174.6	grey
7798	gbr.71.14	turquoise
7799	gbr.302.1	grey
7800	gbr.137.69	magenta
7801	gbr.210.3	grey
7802	gbr.12.29	grey
7803	gbr.91.7	turquoise
7804	gbr.404.3	yellow
7805	gbr.441.6	grey
7806	gbr.451.12_gbr.451.13_gbr.451.14	grey
7807	gbr.106.26	grey
7808	gbr.139.8	red
7809	gbr.141.8	turquoise
7810	gbr.16.22	turquoise
7811	gbr.2.98	turquoise
7812	gbr.29.72	grey
7813	gbr.180.28	turquoise
7814	gbr.139.18	turquoise
7815	gbr.220.22	turquoise
7816	gbr.268.10	turquoise
7817	gbr.41.56	brown
7818	gbr.48.50	black
7819	gbr.110.61	turquoise
7820	gbr.81.156	turquoise
7821	gbr.8.141	grey
7822	gbr.272.22	grey
7823	gbr.182.47	black
7824	gbr.250.2	red
7825	gbr.297.6	grey
7826	gbr.304.1	grey
7827	gbr.141.45	grey
7828	gbr.36.11	grey
7829	gbr.4.71	green
7830	gbr.130.24	grey
7831	gbr.388.5	black
7832	gbr.619.1	turquoise
7833	gbr.220.18	brown
7834	gbr.78.3	grey
7835	gbr.1.250	grey
7836	gbr.85.15	turquoise
7837	gbr.1456.1	grey
7838	gbr.171.17	greenyellow
7839	gbr.10.155	grey
7840	gbr.4.32	brown
7841	gbr.202.10	grey
7842	gbr.74.36	purple
7843	gbr.25.195	grey
7844	gbr.139.4	red
7845	gbr.88.36	tan
7846	gbr.124.6	grey
7847	gbr.12.21	turquoise
7848	gbr.229.6	turquoise
7849	gbr.256.21	purple
7850	gbr.147.33	turquoise
7851	gbr.5.30	yellow
7852	gbr.1.99	grey
7853	gbr.111.13	grey
7854	gbr.686.2	red
7855	gbr.62.20	black
7856	gbr.59.49	grey
7857	gbr.449.23	grey
7858	gbr.276.27	turquoise
7859	gbr.64.36	grey
7860	gbr.9.89	grey
7861	gbr.31.89	grey
7862	gbr.94.56	salmon
7863	gbr.98.88	grey
7864	gbr.94.42_gbr.94.43	brown
7865	gbr.34.39	turquoise
7866	gbr.31.32	green
7867	gbr.318.62	grey
7868	gbr.276.24	grey
7869	gbr.124.5	red
7870	gbr.299.5	black
7871	gbr.25.26	grey
7872	gbr.24.33	grey
7873	gbr.8.90	turquoise
7874	gbr.19.34	grey
7875	gbr.498.4_gbr.498.5	turquoise
7876	gbr.211.28	grey
7877	gbr.136.28	turquoise
7878	gbr.59.30	grey
7879	gbr.173.13	grey
7880	gbr.53.10	grey
7881	gbr.64.85	grey
7882	gbr.205.41	turquoise
7883	gbr.180.22	grey
7884	gbr.44.24	grey
7885	gbr.142.34	grey
7886	gbr.24.37	turquoise
7887	gbr.99.43	grey
7888	gbr.177.40	grey
7889	gbr.358.28	black
7890	gbr.11.103	red
7891	gbr.260.25	grey
7892	gbr.538.7	red
7893	gbr.37.40	red
7894	gbr.375.47	green
7895	gbr.18.24	grey
7896	gbr.435.9	yellow
7897	gbr.355.33	grey
7898	gbr.18.21	grey
7899	gbr.157.21	grey
7900	gbr.135.81	grey
7901	gbr.100.38	grey
7902	gbr.161.19	grey
7903	gbr.482.6	turquoise
7904	gbr.671.1	grey
7905	gbr.25.40	brown
7906	gbr.121.35	grey
7907	gbr.406.14_gbr.406.16	turquoise
7908	gbr.242.30	yellow
7909	gbr.119.8	grey
7910	gbr.78.55	grey
7911	gbr.62.28	grey
7912	gbr.24.35	grey
7913	gbr.120.5	grey
7914	gbr.545.1	grey
7915	gbr.36.69	red
7916	gbr.268.22	turquoise
7917	gbr.57.21	grey
7918	gbr.817.1	grey
7919	gbr.60.69	grey
7920	gbr.222.19	turquoise
7921	gbr.726.1	grey
7922	gbr.33.83	black
7923	gbr.252.6	greenyellow
7924	gbr.70.23	brown
7925	gbr.96.21	brown
7926	gbr.259.25	grey
7927	gbr.1077.2	turquoise
7928	gbr.357.16	grey
7929	gbr.56.22	grey
7930	gbr.48.73	grey
7931	gbr.537.6	grey
7932	gbr.23.64	turquoise
7933	gbr.44.23	grey
7934	gbr.262.4	turquoise
7935	gbr.388.22	grey
7936	gbr.11.174	turquoise
7937	gbr.55.7	turquoise
7938	gbr.159.12	grey
7939	gbr.533.18	grey
7940	gbr.219.27	grey
7941	gbr.14.142	pink
7942	gbr.238.19	grey
7943	gbr.97.24	black
7944	gbr.217.16	brown
7945	gbr.133.25	turquoise
7946	gbr.77.92	grey
7947	gbr.47.13	purple
7948	gbr.154.42	grey
7949	gbr.35.24	grey
7950	gbr.300.12	grey
7951	gbr.442.14	grey
7952	gbr.46.11	grey
7953	gbr.17.96	grey
7954	gbr.18.76	turquoise
7955	gbr.98.54	magenta
7956	gbr.11.49	grey
7957	gbr.1.113	grey
7958	gbr.14.143	pink
7959	gbr.153.11	black
7960	gbr.335.8	turquoise
7961	gbr.10.57	grey
7962	gbr.90.133	grey
7963	gbr.58.133	brown
7964	gbr.129.22	turquoise
