gene	group
3121	gbr.31.53	yellow
3122	gbr.65.68	brown
3123	gbr.436.10	pink
3124	gbr.8.40	grey
3125	gbr.274.37	red
3126	gbr.112.49	yellow
3127	gbr.452.3	grey
3128	gbr.213.20	turquoise
3129	gbr.36.20	grey
3130	gbr.42.48	brown
3131	gbr.592.2	cyan
3132	gbr.292.17	grey
3133	gbr.181.34	grey
3134	gbr.7.20	yellow
3135	gbr.274.38	grey
3136	gbr.161.2	yellow
3137	gbr.256.8	grey
3138	gbr.72.145	grey
3139	gbr.274.34	grey
3140	gbr.86.49	blue
3141	gbr.40.72	grey
3142	gbr.28.73	grey
3143	gbr.110.30	blue
3144	gbr.124.24	grey
3145	gbr.256.6	red
3146	gbr.59.12	blue
3147	gbr.43.41	grey
3148	gbr.228.10	grey
3149	gbr.306.9	grey
3150	gbr.31.71	grey
3151	gbr.51.43	grey
3152	gbr.10.33	grey
3153	gbr.169.23	brown
3154	gbr.65.28	blue
3155	gbr.1669.1	turquoise
3156	gbr.45.33	grey
3157	gbr.25.47	green
3158	gbr.9.37	grey
3159	gbr.193.18	grey
3160	gbr.103.20_gbr.103.21	blue
3161	gbr.44.74	blue
3162	gbr.22.29_gbr.22.31_gbr.22.32	grey
3163	gbr.272.14	blue
3164	gbr.122.5	green
3165	gbr.1.96_gbr.1.97	grey
3166	gbr.72.126	blue
3167	gbr.121.17	grey
3168	gbr.197.22	greenyellow
3169	gbr.263.25	red
3170	gbr.85.47	grey
3171	gbr.56.60	grey
3172	gbr.32.33	turquoise
3173	gbr.123.28	grey
3174	gbr.58.124	blue
3175	gbr.9.100_gbr.9.101	red
3176	gbr.2.46	grey
3177	gbr.13.92	grey
3178	gbr.16.65	blue
3179	gbr.221.81	black
3180	gbr.318.25	tan
3181	gbr.36.59	green
3182	gbr.183.51	grey
3183	gbr.134.16	red
3184	gbr.400.13	grey
3185	gbr.94.96	grey
3186	gbr.99.60	turquoise
3187	gbr.59.62	blue
3188	gbr.31.82_gbr.31.84	green
3189	gbr.1.132	blue
3190	gbr.316.2	grey
3191	gbr.70.16	yellow
3192	gbr.91.42	grey
3193	gbr.132.17	grey
3194	gbr.14.68	greenyellow
3195	gbr.279.21	brown
3196	gbr.86.51	brown
3197	gbr.90.139	grey
3198	gbr.277.19	yellow
3199	gbr.77.39	grey
3200	gbr.111.36	cyan
3201	gbr.29.52	grey
3202	gbr.109.15	grey
3203	gbr.71.15	turquoise
3204	gbr.99.14	grey
3205	gbr.321.20	brown
3206	gbr.256.24	grey
3207	gbr.2.159	turquoise
3208	gbr.200.1	red
3209	gbr.403.8_gbr.403.9_gbr.403.8	grey
3210	gbr.361.10	blue
3211	gbr.47.18	red
3212	gbr.32.12	grey
3213	gbr.62.32	grey
3214	gbr.140.56	grey
3215	gbr.14.121	turquoise
3216	gbr.119.25	grey
3217	gbr.94.89	red
3218	gbr.109.31	grey
3219	gbr.29.50_gbr.29.51	brown
3220	gbr.396.19	green
3221	gbr.383.2	grey
3222	gbr.81.42	brown
3223	gbr.35.28	green
3224	gbr.18.14	grey
3225	gbr.25.137	yellow
3226	gbr.208.9	grey
3227	gbr.104.59	grey
3228	gbr.185.4	tan
3229	gbr.15.69	green
3230	gbr.103.55	grey
3231	gbr.151.44	grey
3232	gbr.422.15	grey
3233	gbr.9.67	grey
3234	gbr.182.72_gbr.182.73	brown
3235	gbr.421.3	turquoise
3236	gbr.199.29	grey
3237	gbr.17.83_gbr.17.86	grey
3238	gbr.106.47	pink
3239	gbr.19.80	turquoise
3240	gbr.46.42	yellow
3241	gbr.38.44	grey
3242	gbr.59.40	turquoise
3243	gbr.450.10	yellow
3244	gbr.72.87	grey
3245	gbr.327.9	grey
3246	gbr.155.15	grey
3247	gbr.491.9	blue
3248	gbr.43.60	turquoise
3249	gbr.199.4	brown
3250	gbr.1.66	blue
3251	gbr.68.12	grey
3252	gbr.31.12	grey
3253	gbr.123.4	cyan
3254	gbr.19.7	grey
3255	gbr.111.14_gbr.111.16	black
3256	gbr.115.28	grey
3257	gbr.11.26	black
3258	gbr.58.45	black
3259	gbr.412.6	blue
3260	gbr.7.86	grey
3261	gbr.60.59	red
3262	gbr.185.20	brown
3263	gbr.58.87	brown
3264	gbr.173.5	grey
3265	gbr.90.116	greenyellow
3266	gbr.388.31	yellow
3267	gbr.17.92	grey
3268	gbr.35.4	brown
3269	gbr.97.41	grey
3270	gbr.6.17	grey
3271	gbr.229.2	grey
3272	gbr.236.20	grey
3273	gbr.168.23	grey
3274	gbr.55.60	turquoise
3275	gbr.15.90	yellow
3276	gbr.6.163	grey
3277	gbr.34.13	green
3278	gbr.26.86	turquoise
3279	gbr.72.9	turquoise
3280	gbr.100.20_gbr.100.21	grey
3281	gbr.72.82_gbr.72.83	turquoise
3282	gbr.265.8	grey
3283	gbr.37.38	grey
3284	gbr.21.26	grey
3285	gbr.474.3	tan
3286	gbr.499.14	grey
3287	gbr.2.26	grey
3288	gbr.4.19	pink
3289	gbr.9.60	grey
3290	gbr.281.21	turquoise
3291	gbr.50.56	grey
3292	gbr.157.30	blue
3293	gbr.226.23	grey
3294	gbr.154.47	turquoise
3295	gbr.408.15	grey
3296	gbr.20.104	turquoise
3297	gbr.65.26	red
3298	gbr.25.72	magenta
3299	gbr.7.174	yellow
3300	gbr.488.6	grey
3301	gbr.25.162	grey
3302	gbr.2.85	grey
3303	gbr.213.8	grey
3304	gbr.95.46	yellow
3305	gbr.167.36	grey
3306	gbr.196.45_gbr.196.46	grey
3307	gbr.516.2	blue
3308	gbr.265.25	grey
3309	gbr.267.19	brown
3310	gbr.78.51	yellow
3311	gbr.459.1	cyan
3312	gbr.268.16	grey
3313	gbr.12.27	grey
3314	gbr.232.37	blue
3315	gbr.78.30_gbr.78.31	green
3316	gbr.169.37	grey
3317	gbr.209.32	grey
3318	gbr.317.22	grey
3319	gbr.156.55	grey
3320	gbr.6.230	brown
3321	gbr.50.24	brown
3322	gbr.7.105	cyan
3323	gbr.81.36	grey
3324	gbr.328.22	grey
3325	gbr.63.11_gbr.63.9	turquoise
3326	gbr.181.21	grey
3327	gbr.376.9	red
3328	gbr.54.12	blue
3329	gbr.253.11	grey
3330	gbr.11.215	green
3331	gbr.20.107	brown
3332	gbr.58.144	brown
3333	gbr.111.47	blue
3334	gbr.104.43	grey
3335	gbr.19.141	greenyellow
3336	gbr.202.6_gbr.202.7	brown
3337	gbr.114.10_gbr.114.12	grey
3338	gbr.117.24	grey
3339	gbr.28.33	blue
3340	gbr.18.35_gbr.18.37	turquoise
3341	gbr.52.71_gbr.52.72	red
3342	gbr.416.6	yellow
3343	gbr.174.39	grey
3344	gbr.90.36	grey
3345	gbr.35.56	grey
3346	gbr.27.24	brown
3347	gbr.504.3	grey
3348	gbr.40.25	grey
3349	gbr.269.2	grey
3350	gbr.81.90	yellow
3351	gbr.368.4	grey
3352	gbr.219.23	yellow
3353	gbr.202.47	magenta
3354	gbr.121.2	green
3355	gbr.19.118	green
3356	gbr.160.3	grey
3357	gbr.111.48	grey
3358	gbr.74.3	cyan
3359	gbr.72.74	grey
3360	gbr.393.5	grey
3361	gbr.5.19_gbr.5.21	grey
3362	gbr.45.11	grey
3363	gbr.40.53	grey
3364	gbr.474.5	green
3365	gbr.150.14	grey
3366	gbr.42.43	red
3367	gbr.7.46	turquoise
3368	gbr.137.32	grey
3369	gbr.134.44	grey
3370	gbr.99.44	grey
3371	gbr.175.24	grey
3372	gbr.99.56	greenyellow
3373	gbr.83.43	tan
3374	gbr.17.32	grey
3375	gbr.604.2	grey
3376	gbr.190.18	pink
3377	gbr.253.33	greenyellow
3378	gbr.14.39	grey
3379	gbr.259.5_gbr.259.8_gbr.259.10	turquoise
3380	gbr.2.6	turquoise
3381	gbr.393.10	grey
3382	gbr.173.2	turquoise
3383	gbr.7.26	grey
3384	gbr.40.137	green
3385	gbr.53.27	blue
3386	gbr.467.6	grey
3387	gbr.144.24	green
3388	gbr.390.9	blue
3389	gbr.93.40	green
3390	gbr.267.9	brown
3391	gbr.193.7	grey
3392	gbr.178.37	brown
3393	gbr.283.21	brown
3394	gbr.39.17_gbr.39.18	grey
3395	gbr.17.87	grey
3396	gbr.139.19	turquoise
3397	gbr.79.45	cyan
3398	gbr.9.53	pink
3399	gbr.16.34	turquoise
3400	gbr.162.20	brown
3401	gbr.401.11	red
3402	gbr.26.21	grey
3403	gbr.1.211	grey
3404	gbr.100.17	grey
3405	gbr.120.30_gbr.120.31	turquoise
3406	gbr.103.3	turquoise
3407	gbr.29.8	pink
3408	gbr.60.102	yellow
3409	gbr.66.8	green
3410	gbr.175.11	grey
3411	gbr.214.18	brown
3412	gbr.60.29	grey
3413	gbr.72.17_gbr.72.18	grey
3414	gbr.35.77	turquoise
3415	gbr.39.44	grey
3416	gbr.15.55	grey
3417	gbr.72.23	turquoise
3418	gbr.63.27	grey
3419	gbr.76.103	yellow
3420	gbr.157.8	turquoise
3421	gbr.370.8	grey
3422	gbr.552.3	yellow
3423	gbr.17.67	yellow
3424	gbr.60.66	grey
3425	gbr.157.29	turquoise
3426	gbr.248.16	brown
3427	gbr.477.4	grey
3428	gbr.40.18	blue
3429	gbr.73.47	grey
3430	gbr.170.10	grey
3431	gbr.36.25	blue
3432	gbr.291.3	grey
3433	gbr.511.2	blue
3434	gbr.91.11	turquoise
3435	gbr.47.39	grey
3436	gbr.53.112	red
3437	gbr.182.65	grey
3438	gbr.77.103	grey
3439	gbr.113.30	grey
3440	gbr.222.13	grey
3441	gbr.326.13	grey
3442	gbr.81.158	grey
3443	gbr.102.15	blue
3444	gbr.132.7_gbr.132.8	green
3445	gbr.24.6	green
3446	gbr.6.16	grey
3447	gbr.228.31	grey
3448	gbr.680.4_gbr.680.5	grey
3449	gbr.145.4	grey
3450	gbr.242.17_gbr.242.22	red
3451	gbr.160.16	grey
3452	gbr.571.7_gbr.571.8	grey
3453	gbr.87.52	blue
3454	gbr.17.131	red
3455	gbr.158.33	blue
3456	gbr.53.28	grey
3457	gbr.169.33	grey
3458	gbr.68.49	grey
3459	gbr.170.13	grey
3460	gbr.69.63_gbr.69.65	blue
3461	gbr.104.52_gbr.104.53	black
3462	gbr.69.24_gbr.69.25	grey
3463	gbr.25.58	blue
3464	gbr.121.21_gbr.121.26_gbr.121.29	brown
3465	gbr.381.20	brown
3466	gbr.124.44	grey
3467	gbr.55.84	grey
3468	gbr.12.109	grey
3469	gbr.246.5	brown
3470	gbr.253.23	brown
3471	gbr.176.4	grey
3472	gbr.108.36	grey
3473	gbr.896.2	red
3474	gbr.57.3	grey
3475	gbr.24.94	grey
3476	gbr.110.72	turquoise
3477	gbr.225.29	grey
3478	gbr.54.59	grey
3479	gbr.392.14	turquoise
3480	gbr.46.77	grey
3481	gbr.156.40	grey
3482	gbr.10.81	cyan
3483	gbr.185.5	greenyellow
3484	gbr.38.24	grey
3485	gbr.12.69	grey
3486	gbr.22.78	grey
3487	gbr.90.119	grey
3488	gbr.130.26	grey
3489	gbr.56.73	grey
3490	gbr.52.39	grey
3491	gbr.25.24	pink
3492	gbr.11.4	red
3493	gbr.100.49	grey
3494	gbr.83.55	grey
3495	gbr.4.113	turquoise
3496	gbr.178.40	grey
3497	gbr.144.12	blue
3498	gbr.58.42	grey
3499	gbr.209.30	green
3500	gbr.201.15	grey
3501	gbr.484.8	grey
3502	gbr.31.95	grey
3503	gbr.32.95	grey
3504	gbr.108.24	grey
3505	gbr.393.1	turquoise
3506	gbr.235.5	grey
3507	gbr.173.9	grey
3508	gbr.40.20	yellow
3509	gbr.33.51	yellow
3510	gbr.13.82	pink
3511	gbr.18.28	turquoise
3512	gbr.16.92_gbr.16.94	grey
3513	gbr.14.32	grey
3514	gbr.158.22_gbr.158.23	grey
3515	gbr.4.11	grey
3516	gbr.95.4	blue
3517	gbr.45.16	yellow
3518	gbr.145.23	grey
3519	gbr.10.87	grey
3520	gbr.25.27	turquoise
3521	gbr.614.7	grey
3522	gbr.49.40	yellow
3523	gbr.127.16	grey
3524	gbr.67.7_gbr.67.8	yellow
3525	gbr.12.7	brown
3526	gbr.64.38	red
3527	gbr.3.85	turquoise
3528	gbr.145.15	grey
3529	gbr.92.18	grey
3530	gbr.81.103	turquoise
3531	gbr.254.21	grey
3532	gbr.340.7	grey
3533	gbr.134.2	greenyellow
3534	gbr.478.9	grey
3535	gbr.85.22	turquoise
3536	gbr.283.40	turquoise
3537	gbr.33.56	grey
3538	gbr.156.3	turquoise
3539	gbr.342.20	blue
3540	gbr.87.4_gbr.87.5	turquoise
3541	gbr.318.50	grey
3542	gbr.256.2	grey
3543	gbr.63.17	grey
3544	gbr.1.213	cyan
3545	gbr.6.134	brown
3546	gbr.438.11	green
3547	gbr.46.58	grey
3548	gbr.53.2_gbr.53.9	grey
3549	gbr.2.100	green
3550	gbr.56.42	yellow
3551	gbr.171.6	green
3552	gbr.2.41	red
3553	gbr.295.1	grey
3554	gbr.321.3	grey
3555	gbr.57.22	grey
3556	gbr.175.30	blue
3557	gbr.134.26	cyan
3558	gbr.253.35	grey
3559	gbr.210.14	turquoise
3560	gbr.434.10	grey
3561	gbr.58.204	turquoise
3562	gbr.370.2	blue
3563	gbr.117.17	red
3564	gbr.197.34	grey
3565	gbr.416.12	blue
3566	gbr.123.31_gbr.123.30	brown
3567	gbr.12.38	grey
3568	gbr.60.57	grey
3569	gbr.39.19_gbr.39.20	brown
3570	gbr.66.57	blue
3571	gbr.180.19	grey
3572	gbr.474.1	brown
3573	gbr.145.6	blue
3574	gbr.134.23	blue
3575	gbr.17.80	grey
3576	gbr.66.39	grey
3577	gbr.494.13	red
3578	gbr.42.16	grey
3579	gbr.1.53	turquoise
3580	gbr.182.62	turquoise
3581	gbr.228.38	yellow
3582	gbr.83.56	turquoise
3583	gbr.125.46_gbr.125.45	green
3584	gbr.124.13	red
3585	gbr.285.18	brown
3586	gbr.22.70	grey
3587	gbr.58.164	yellow
3588	gbr.527.3	grey
3589	gbr.4.30	yellow
3590	gbr.379.5	turquoise
3591	gbr.719.4	yellow
3592	gbr.72.130_gbr.72.131	grey
3593	gbr.303.17	grey
3594	gbr.291.14	brown
3595	gbr.33.8	grey
3596	gbr.420.11	yellow
3597	gbr.613.5	brown
3598	gbr.66.31	grey
3599	gbr.7.84	grey
3600	gbr.98.70	grey
3601	gbr.160.21	grey
3602	gbr.94.33	green
3603	gbr.21.14	grey
3604	gbr.39.23	turquoise
3605	gbr.27.3	grey
3606	gbr.77.95	grey
3607	gbr.117.32	grey
3608	gbr.74.9	turquoise
3609	gbr.225.14	turquoise
3610	gbr.13.37	blue
3611	gbr.375.5	grey
3612	gbr.380.9	blue
3613	gbr.325.11	brown
3614	gbr.6.31_gbr.6.33_gbr.6.28	red
3615	gbr.32.40	grey
3616	gbr.116.47	tan
3617	gbr.188.23	grey
3618	gbr.1.89	brown
3619	gbr.57.23	yellow
3620	gbr.651.1	turquoise
3621	gbr.6.190	purple
3622	gbr.12.4	turquoise
3623	gbr.24.87	grey
3624	gbr.211.3_gbr.211.5_gbr.211.6_gbr.211.7	grey
3625	gbr.56.63	tan
3626	gbr.41.47	grey
3627	gbr.8.108	turquoise
3628	gbr.93.37	yellow
3629	gbr.58.57	grey
3630	gbr.2.70	grey
3631	gbr.242.8	green
3632	gbr.36.64	red
3633	gbr.167.33	grey
3634	gbr.17.115	grey
3635	gbr.52.52	grey
3636	gbr.99.59	grey
3637	gbr.3.96	brown
3638	gbr.137.19	grey
3639	gbr.39.48	turquoise
3640	gbr.280.7	grey
3641	gbr.159.15	grey
3642	gbr.56.134	blue
3643	gbr.138.63	grey
3644	gbr.51.28	grey
3645	gbr.572.1	turquoise
3646	gbr.55.46	grey
3647	gbr.336.11	magenta
3648	gbr.364.13	grey
3649	gbr.294.8	pink
3650	gbr.60.74	turquoise
3651	gbr.6.193	grey
3652	gbr.167.16	red
3653	gbr.352.14	grey
3654	gbr.47.55	blue
3655	gbr.75.110	brown
3656	gbr.46.1	brown
3657	gbr.268.13_gbr.268.15	brown
3658	gbr.140.16	grey
3659	gbr.270.14	grey
3660	gbr.54.14	grey
3661	gbr.192.1	grey
3662	gbr.90.125	pink
3663	gbr.371.2	turquoise
3664	gbr.514.1	grey
3665	gbr.444.4	grey
3666	gbr.5.4	turquoise
3667	gbr.5.65_gbr.5.66	brown
3668	gbr.538.6	grey
3669	gbr.224.8	brown
3670	gbr.208.8	grey
3671	gbr.33.94	grey
3672	gbr.459.5	blue
3673	gbr.276.22	turquoise
3674	gbr.60.14	grey
3675	gbr.142.80	grey
3676	gbr.8.45	grey
3677	gbr.75.65	brown
3678	gbr.36.38	grey
3679	gbr.3.119	grey
3680	gbr.157.27	grey
3681	gbr.114.22	grey
3682	gbr.11.9	green
3683	gbr.216.24	turquoise
3684	gbr.286.16	turquoise
3685	gbr.101.5	grey
3686	gbr.48.35	grey
3687	gbr.137.60	grey
3688	gbr.174.11	grey
3689	gbr.11.117	blue
3690	gbr.6.35_gbr.6.40	grey
3691	gbr.90.113	grey
3692	gbr.12.72	grey
3693	gbr.19.57	grey
3694	gbr.101.36	grey
3695	gbr.11.38	tan
3696	gbr.400.14	red
3697	gbr.348.6	blue
3698	gbr.35.78	brown
3699	gbr.58.150_gbr.58.151	pink
3700	gbr.12.80	magenta
3701	gbr.200.2	brown
3702	gbr.458.5	grey
3703	gbr.28.52	turquoise
3704	gbr.389.3	blue
3705	gbr.22.42	grey
3706	gbr.338.8	grey
3707	gbr.78.16	grey
3708	gbr.73.42	grey
3709	gbr.32.19	turquoise
3710	gbr.12.77	blue
3711	gbr.52.40	grey
3712	gbr.2.76	grey
3713	gbr.21.59	green
3714	gbr.178.7	grey
3715	gbr.564.8	grey
3716	gbr.4.49	green
3717	gbr.66.3	red
3718	gbr.84.65	black
3719	gbr.46.52	grey
3720	gbr.308.17	grey
3721	gbr.605.4	yellow
3722	gbr.12.62	green
3723	gbr.89.18_gbr.89.19	tan
3724	gbr.58.82	yellow
3725	gbr.303.8	brown
3726	gbr.130.41	grey
3727	gbr.144.34	grey
3728	gbr.481.6	grey
3729	gbr.81.11	tan
3730	gbr.286.13	brown
3731	gbr.67.9	blue
3732	gbr.94.31	brown
3733	gbr.100.22	grey
3734	gbr.171.44	brown
3735	gbr.103.14	grey
3736	gbr.10.157	brown
3737	gbr.105.12	grey
3738	gbr.177.35	turquoise
3739	gbr.72.10	yellow
3740	gbr.22.4	turquoise
3741	gbr.23.61	red
3742	gbr.205.50	cyan
3743	gbr.122.35	red
3744	gbr.123.26	grey
3745	gbr.2.116	grey
3746	gbr.25.33	grey
3747	gbr.448.9	grey
3748	gbr.4.115	turquoise
3749	gbr.110.59	turquoise
3750	gbr.6.88	turquoise
3751	gbr.27.64	grey
3752	gbr.92.5	turquoise
3753	gbr.10.11	purple
3754	gbr.132.26	magenta
3755	gbr.55.87	grey
3756	gbr.45.3	pink
3757	gbr.47.60	red
3758	gbr.377.5	turquoise
3759	gbr.273.4	green
3760	gbr.401.4	grey
3761	gbr.16.112	grey
3762	gbr.221.95	grey
3763	gbr.263.22	grey
3764	gbr.111.39	black
3765	gbr.18.67	greenyellow
3766	gbr.92.6	turquoise
3767	gbr.1.2	grey
3768	gbr.127.24	red
3769	gbr.16.91	red
3770	gbr.65.58	black
3771	gbr.511.4	purple
3772	gbr.359.18	greenyellow
3773	gbr.120.29	brown
3774	gbr.142.14	red
3775	gbr.48.25	brown
3776	gbr.221.88	red
3777	gbr.3.141	blue
3778	gbr.545.8	black
3779	gbr.385.12	brown
3780	gbr.250.7	purple
3781	gbr.517.6	blue
3782	gbr.155.22_gbr.155.23_gbr.155.24	grey
3783	gbr.19.166	blue
3784	gbr.140.19	grey
3785	gbr.1.233	grey
3786	gbr.391.6_gbr.391.9	yellow
3787	gbr.83.29	turquoise
3788	gbr.204.33	grey
3789	gbr.102.53	grey
3790	gbr.27.52	grey
3791	gbr.58.39	green
3792	gbr.6.52	brown
3793	gbr.72.120	turquoise
3794	gbr.379.11	blue
3795	gbr.58.112	turquoise
3796	gbr.120.33	turquoise
3797	gbr.213.10	grey
3798	gbr.324.15	grey
3799	gbr.55.62_gbr.55.63	turquoise
3800	gbr.51.30	grey
3801	gbr.161.25	grey
3802	gbr.58.226	grey
3803	gbr.351.9	greenyellow
3804	gbr.488.19	brown
3805	gbr.394.9	blue
3806	gbr.20.109	brown
3807	gbr.34.86	grey
3808	gbr.6.221_gbr.6.222	brown
3809	gbr.1.60	yellow
3810	gbr.97.39	greenyellow
3811	gbr.143.12	yellow
3812	gbr.411.14	grey
3813	gbr.191.43	turquoise
3814	gbr.43.18_gbr.43.19	magenta
3815	gbr.23.35	grey
3816	gbr.145.32	grey
3817	gbr.228.16	grey
3818	gbr.259.4	grey
3819	gbr.45.49	turquoise
3820	gbr.70.53	grey
3821	gbr.81.83	turquoise
3822	gbr.116.23_gbr.116.24	black
3823	gbr.35.41	grey
3824	gbr.19.179_gbr.19.180	red
3825	gbr.156.59	yellow
3826	gbr.614.6	grey
3827	gbr.128.10	greenyellow
3828	gbr.381.13	turquoise
3829	gbr.210.7	grey
3830	gbr.691.1	grey
3831	gbr.40.16	turquoise
3832	gbr.413.10	blue
3833	gbr.22.61	grey
3834	gbr.143.18	brown
3835	gbr.236.2	turquoise
3836	gbr.2.115	grey
3837	gbr.37.41	brown
3838	gbr.66.52	grey
3839	gbr.12.63_gbr.12.64_gbr.12.65	cyan
3840	gbr.734.2	grey
3841	gbr.203.19	grey
3842	gbr.8.46	turquoise
3843	gbr.84.44	grey
3844	gbr.32.24	grey
3845	gbr.3.125	grey
3846	gbr.183.10_gbr.183.11	turquoise
3847	gbr.541.1	brown
3848	gbr.59.61	grey
3849	gbr.153.22	grey
3850	gbr.58.20	grey
3851	gbr.5.63	grey
3852	gbr.99.50	blue
3853	gbr.252.17	red
3854	gbr.120.12_gbr.120.14_gbr.120.11	turquoise
3855	gbr.5.29	yellow
3856	gbr.174.23	grey
3857	gbr.182.68	grey
3858	gbr.58.224	yellow
3859	gbr.322.13	grey
3860	gbr.52.64	turquoise
3861	gbr.85.32	grey
3862	gbr.76.56	green
3863	gbr.165.19	grey
3864	gbr.224.19	grey
3865	gbr.375.35	green
3866	gbr.14.81	grey
3867	gbr.99.7	grey
3868	gbr.180.31	yellow
3869	gbr.32.10	yellow
3870	gbr.245.14	green
3871	gbr.25.196	grey
3872	gbr.627.4_gbr.627.5	grey
3873	gbr.321.7	grey
3874	gbr.307.4	greenyellow
3875	gbr.312.23	grey
3876	gbr.6.149	grey
3877	gbr.96.47	red
3878	gbr.405.1	grey
3879	gbr.277.14	grey
3880	gbr.61.1	turquoise
3881	gbr.503.10	turquoise
3882	gbr.41.84	green
3883	gbr.29.25	black
3884	gbr.133.9	turquoise
3885	gbr.586.2	grey
3886	gbr.134.38	turquoise
3887	gbr.172.23	blue
3888	gbr.4.56_gbr.4.57	brown
3889	gbr.32.69	grey
3890	gbr.326.4	grey
3891	gbr.174.43	grey
3892	gbr.13.69	brown
3893	gbr.1.22	turquoise
3894	gbr.510.7	turquoise
3895	gbr.242.27	magenta
3896	gbr.370.15	grey
3897	gbr.131.22	grey
3898	gbr.124.73	green
3899	gbr.41.40	brown
3900	gbr.261.15_gbr.261.17	grey
3901	gbr.25.77	brown
3902	gbr.67.12	black
3903	gbr.239.10	grey
3904	gbr.19.29	purple
3905	gbr.435.4	grey
3906	gbr.219.3_gbr.219.4_gbr.219.6	turquoise
3907	gbr.36.10	grey
3908	gbr.131.36	grey
3909	gbr.26.51	turquoise
3910	gbr.1.196	yellow
3911	gbr.606.1	grey
3912	gbr.54.2	brown
3913	gbr.140.61	grey
3914	gbr.208.35	grey
3915	gbr.105.7	brown
3916	gbr.35.63	blue
3917	gbr.249.16	yellow
3918	gbr.48.59	grey
3919	gbr.11.106	blue
3920	gbr.7.47	turquoise
3921	gbr.405.13	turquoise
3922	gbr.422.12_gbr.422.13	turquoise
3923	gbr.262.20	yellow
3924	gbr.84.24	grey
3925	gbr.50.1_gbr.50.3	grey
3926	gbr.29.66	yellow
3927	gbr.55.66	yellow
3928	gbr.309.21	grey
3929	gbr.147.28	green
3930	gbr.282.42_gbr.282.41_gbr.282.40	grey
3931	gbr.155.19	grey
3932	gbr.1.234	blue
3933	gbr.149.16	blue
3934	gbr.389.5	grey
3935	gbr.232.20	grey
3936	gbr.81.54	grey
3937	gbr.312.10	grey
3938	gbr.205.45	yellow
3939	gbr.410.9	magenta
3940	gbr.103.23	cyan
3941	gbr.157.2	brown
3942	gbr.143.16	brown
3943	gbr.569.1_gbr.569.6	grey
3944	gbr.77.105	grey
3945	gbr.1.247	grey
3946	gbr.176.32_gbr.176.31	tan
3947	gbr.449.4	grey
3948	gbr.77.97	turquoise
3949	gbr.260.2	brown
3950	gbr.41.38	grey
3951	gbr.14.29	brown
3952	gbr.92.35	pink
3953	gbr.85.18	turquoise
3954	gbr.83.51	grey
3955	gbr.65.59	red
3956	gbr.578.1	grey
3957	gbr.225.34	grey
3958	gbr.104.17	grey
3959	gbr.172.27	grey
3960	gbr.303.15	grey
3961	gbr.112.29	grey
3962	gbr.14.30	grey
3963	gbr.11.169	grey
3964	gbr.254.14	grey
3965	gbr.172.40	grey
3966	gbr.132.20	grey
3967	gbr.143.25	black
3968	gbr.34.20	grey
3969	gbr.314.21	grey
3970	gbr.12.99	grey
3971	gbr.114.3	turquoise
3972	gbr.337.15	grey
3973	gbr.29.58	grey
3974	gbr.500.12	grey
3975	gbr.288.13	grey
3976	gbr.50.6	grey
3977	gbr.142.79	blue
3978	gbr.125.55	grey
3979	gbr.160.36	grey
3980	gbr.222.30	red
3981	gbr.206.16	grey
3982	gbr.275.10	grey
3983	gbr.17.117	brown
3984	gbr.199.24	brown
3985	gbr.49.48	grey
3986	gbr.40.22	cyan
3987	gbr.177.38	grey
3988	gbr.48.97	grey
3989	gbr.50.89	yellow
3990	gbr.80.46	grey
3991	gbr.412.5	turquoise
3992	gbr.220.12	red
3993	gbr.81.4	yellow
3994	gbr.1.115	grey
3995	gbr.451.4	grey
3996	gbr.35.84	blue
3997	gbr.178.15	turquoise
3998	gbr.149.25_gbr.149.22	turquoise
3999	gbr.10.5	grey
4000	gbr.216.28	grey
4001	gbr.84.25	green
4002	gbr.11.40	magenta
4003	gbr.74.12	turquoise
4004	gbr.156.9	grey
4005	gbr.143.38	grey
4006	gbr.429.12	blue
4007	gbr.73.23	blue
4008	gbr.48.12	brown
4009	gbr.39.76	brown
4010	gbr.451.6	grey
4011	gbr.75.132	greenyellow
4012	gbr.297.9	grey
4013	gbr.139.26	red
4014	gbr.39.45	grey
4015	gbr.270.18	grey
4016	gbr.182.35	grey
4017	gbr.43.7	grey
4018	gbr.161.6	blue
4019	gbr.6.82	yellow
4020	gbr.55.105	red
4021	gbr.10.154	green
4022	gbr.188.2	grey
4023	gbr.35.5	pink
4024	gbr.2.163	green
4025	gbr.523.9	grey
4026	gbr.856.4	red
4027	gbr.72.46	grey
4028	gbr.274.36	grey
4029	gbr.356.2	pink
4030	gbr.195.13	grey
4031	gbr.5.73	greenyellow
4032	gbr.80.50	tan
4033	gbr.139.34	grey
4034	gbr.42.1	green
4035	gbr.61.23	magenta
4036	gbr.375.38	grey
4037	gbr.48.72	green
4038	gbr.83.39	grey
4039	gbr.76.38	grey
4040	gbr.41.29	brown
4041	gbr.34.36	tan
4042	gbr.12.74	turquoise
4043	gbr.64.60	grey
4044	gbr.215.30_gbr.215.33_gbr.215.35	red
4045	gbr.150.8	grey
4046	gbr.92.11	grey
4047	gbr.340.18	turquoise
4048	gbr.19.13	grey
4049	gbr.121.14	grey
4050	gbr.108.31	turquoise
4051	gbr.135.67	black
4052	gbr.184.31	green
4053	gbr.73.10	grey
4054	gbr.154.9	grey
4055	gbr.68.14	green
